"id";"nsid";"takenUnix";"poiID";"poiTheme";"poiFreq";"rideDuration";"seqID"
3915594640;"10104403@N00";1252747463;6;"Kiddie";3509;120;26
3915595662;"10104403@N00";1252748487;6;"Kiddie";3509;120;26
3915597548;"10104403@N00";1252748779;6;"Kiddie";3509;120;26
3914814959;"10104403@N00";1252748783;6;"Kiddie";3509;120;26
3915601496;"10104403@N00";1252748805;6;"Kiddie";3509;120;26
3915604022;"10104403@N00";1252748877;6;"Kiddie";3509;120;26
3914821181;"10104403@N00";1252748930;6;"Kiddie";3509;120;26
3914817801;"10104403@N00";1252748960;6;"Kiddie";3509;120;26
6938432405;"10104403@N00";1313669418;16;"Ride";7664;420;27
9468951276;"10104403@N00";1375990651;24;"Family";6570;1500;28
1643422743;"10104914@N07";1191381339;12;"Ride";4839;270;29
1644298516;"10104914@N07";1191385160;24;"Family";6570;1500;29
1643424387;"10104914@N07";1191385162;24;"Family";6570;1500;29
1644301118;"10104914@N07";1191385638;16;"Ride";7664;420;29
1643426237;"10104914@N07";1191385652;16;"Ride";7664;420;29
1644301948;"10104914@N07";1191385668;16;"Ride";7664;420;29
1644293512;"10104914@N07";1191387753;5;"Spinning Ride";713;120;29
1643420375;"10104914@N07";1191390468;7;"Family";2344;120;29
7320999482;"10106605@N07";1338524426;12;"Ride";4839;270;30
7320999942;"10106605@N07";1338524457;12;"Ride";4839;270;30
7321000556;"10106605@N07";1338524468;12;"Ride";4839;270;30
7321001736;"10106605@N07";1338524507;24;"Family";6570;1500;30
7321002358;"10106605@N07";1338524542;24;"Family";6570;1500;30
7321003508;"10106605@N07";1338524556;24;"Family";6570;1500;30
7321004598;"10106605@N07";1338524567;24;"Family";6570;1500;30
7321005778;"10106605@N07";1338524595;24;"Family";6570;1500;30
7321006338;"10106605@N07";1338524625;20;"Show";1178;600;30
7321007022;"10106605@N07";1338524646;24;"Family";6570;1500;30
7321007778;"10106605@N07";1338524653;24;"Family";6570;1500;30
7321009124;"10106605@N07";1338524848;25;"Family";4696;2100;30
7321010348;"10106605@N07";1338524927;15;"Roller Coaster";1011;360;30
7321012144;"10106605@N07";1338525175;6;"Kiddie";3509;120;30
7321013126;"10106605@N07";1338525335;19;"Show";3823;540;30
7321013632;"10106605@N07";1338525339;19;"Show";3823;540;30
7321014768;"10106605@N07";1338525372;19;"Show";3823;540;30
7321015488;"10106605@N07";1338525388;19;"Show";3823;540;30
7321017194;"10106605@N07";1338525390;19;"Show";3823;540;30
7321018186;"10106605@N07";1338525396;19;"Show";3823;540;30
7321019180;"10106605@N07";1338525504;19;"Show";3823;540;30
7321020228;"10106605@N07";1338525513;19;"Show";3823;540;30
7321021210;"10106605@N07";1338525549;19;"Show";3823;540;30
7321022438;"10106605@N07";1338525560;19;"Show";3823;540;30
8146102726;"10106605@N07";1351666577;14;"Ride";3036;360;31
8229402712;"10106605@N07";1353991520;24;"Family";6570;1500;32
8229402302;"10106605@N07";1353991649;24;"Family";6570;1500;32
8229402042;"10106605@N07";1353991652;24;"Family";6570;1500;32
8229401870;"10106605@N07";1353992110;24;"Family";6570;1500;32
8229401682;"10106605@N07";1353992141;24;"Family";6570;1500;32
8228335163;"10106605@N07";1353992160;24;"Family";6570;1500;32
8228334979;"10106605@N07";1353992166;24;"Family";6570;1500;32
8229401024;"10106605@N07";1353992205;24;"Family";6570;1500;32
8229400684;"10106605@N07";1353992218;24;"Family";6570;1500;32
11517721305;"101075959@N06";1376208176;19;"Show";3823;540;33
11517794156;"101075959@N06";1376209889;7;"Family";2344;120;33
11517778966;"101075959@N06";1376211626;16;"Ride";7664;420;33
11517693015;"101075959@N06";1376211711;23;"Kiddie";1342;1200;33
11517773016;"101075959@N06";1376211996;12;"Ride";4839;270;33
11517698884;"101075959@N06";1376212154;24;"Family";6570;1500;33
11517682995;"101075959@N06";1376212251;25;"Family";4696;2100;33
11517680135;"101075959@N06";1376212258;25;"Family";4696;2100;33
11517689694;"101075959@N06";1376212288;25;"Family";4696;2100;33
11517687304;"101075959@N06";1376212315;25;"Family";4696;2100;33
11517681034;"101075959@N06";1376215090;4;"Family";561;90;33
11517749636;"101075959@N06";1376215110;4;"Family";561;90;33
11517675794;"101075959@N06";1376215636;14;"Ride";3036;360;33
11517673114;"101075959@N06";1376215647;14;"Ride";3036;360;33
11517742336;"101075959@N06";1376215745;6;"Kiddie";3509;120;33
11517668734;"101075959@N06";1376215761;6;"Kiddie";3509;120;33
11517653545;"101075959@N06";1376215810;6;"Kiddie";3509;120;33
11517734266;"101075959@N06";1376215837;6;"Kiddie";3509;120;33
11517654514;"101075959@N06";1376218372;12;"Ride";4839;270;33
11517747533;"101075959@N06";1376218401;12;"Ride";4839;270;33
11517720656;"101075959@N06";1376218669;16;"Ride";7664;420;33
11517742383;"101075959@N06";1376218880;16;"Ride";7664;420;33
11517739863;"101075959@N06";1376218907;16;"Ride";7664;420;33
11517630465;"101075959@N06";1376218979;16;"Ride";7664;420;33
11517628515;"101075959@N06";1376219093;16;"Ride";7664;420;33
11517733323;"101075959@N06";1376219243;16;"Ride";7664;420;33
11517634784;"101075959@N06";1376219429;16;"Ride";7664;420;33
11517629434;"101075959@N06";1376219875;16;"Ride";7664;420;33
11517616125;"101075959@N06";1376220091;16;"Ride";7664;420;33
11517613015;"101075959@N06";1376220515;16;"Ride";7664;420;33
11550750935;"101200606@N03";1387927191;24;"Family";6570;1500;34
11559163744;"101200606@N03";1387964968;16;"Ride";7664;420;35
11559201325;"101200606@N03";1387965310;16;"Ride";7664;420;35
10218402825;"101208631@N08";1381455452;20;"Show";1178;600;36
10218407275;"101208631@N08";1381455525;20;"Show";1178;600;36
10218456306;"101208631@N08";1381473785;16;"Ride";7664;420;36
6987527548;"10129939@N08";1335850672;18;"Family";2177;540;37
6987527764;"10129939@N08";1335850737;18;"Family";2177;540;37
7133612577;"10129939@N08";1335850891;18;"Family";2177;540;37
6987528280;"10129939@N08";1335851126;18;"Family";2177;540;37
7133613121;"10129939@N08";1335851133;18;"Family";2177;540;37
7133607499;"10129939@N08";1335851688;18;"Family";2177;540;37
6987640340;"10129939@N08";1335854415;18;"Family";2177;540;37
6987692770;"10129939@N08";1335855819;7;"Family";2344;120;37
7133850923;"10129939@N08";1335857550;11;"Roller Coaster";989;240;37
7143109743;"10129939@N08";1336104829;3;"Roller Coaster";750;90;38
6997295866;"10129939@N08";1336106905;11;"Roller Coaster";989;240;38
6997201358;"10129939@N08";1336106911;11;"Roller Coaster";989;240;38
7007650828;"10129939@N08";1336361039;4;"Family";561;90;39
9717118500;"101312296@N05";1374673764;18;"Family";2177;540;40
13746557433;"101316071@N05";1396933646;22;"Family";1530;1020;41
13746528935;"101316071@N05";1396933717;24;"Family";6570;1500;41
13746924384;"101316071@N05";1396933728;24;"Family";6570;1500;41
13746533805;"101316071@N05";1396936216;17;"Water";2110;420;41
13746567653;"101316071@N05";1396939970;19;"Show";3823;540;41
13746933174;"101316071@N05";1396939974;19;"Show";3823;540;41
13746935344;"101316071@N05";1396939979;19;"Show";3823;540;41
13746578223;"101316071@N05";1396952747;6;"Kiddie";3509;120;41
13746581263;"101316071@N05";1396952888;6;"Kiddie";3509;120;41
13746583533;"101316071@N05";1396952890;6;"Kiddie";3509;120;41
13746610415;"101316071@N05";1396957370;6;"Kiddie";3509;120;41
13747005664;"101316071@N05";1396957372;6;"Kiddie";3509;120;41
11192834884;"101334634@N07";1383986193;12;"Ride";4839;270;42
15046369277;"101355699@N08";1407725136;24;"Family";6570;1500;43
15214788996;"101355699@N08";1407725312;25;"Family";4696;2100;43
15051045259;"101355699@N08";1407729069;25;"Family";4696;2100;43
15218899086;"101355699@N08";1407734216;25;"Family";4696;2100;43
15051249518;"101355699@N08";1407737630;6;"Kiddie";3509;120;43
15055355887;"101355699@N08";1407742314;14;"Ride";3036;360;43
15055355578;"101355699@N08";1407742436;19;"Show";3823;540;43
15236644166;"101355699@N08";1407742487;19;"Show";3823;540;43
15241924445;"101355699@N08";1407743378;19;"Show";3823;540;43
15236648786;"101355699@N08";1407744393;16;"Ride";7664;420;43
15246571376;"101355699@N08";1407744505;16;"Ride";7664;420;43
15041355959;"101355699@N08";1407744520;16;"Ride";7664;420;43
15205086906;"101355699@N08";1407744979;18;"Family";2177;540;43
15266484751;"101355699@N08";1407759522;18;"Family";2177;540;43
15083028757;"101355699@N08";1407759559;10;"Spinning Ride";2180;150;43
2273077892;"10136713@N00";1202863893;17;"Water";2110;420;44
2285446166;"10136713@N00";1202863893;17;"Water";2110;420;44
2273078284;"10136713@N00";1202870473;18;"Family";2177;540;44
2273078712;"10136713@N00";1202870669;18;"Family";2177;540;44
3996629635;"10152427@N08";1250508963;24;"Family";6570;1500;45
3986093316;"10152427@N08";1250509016;24;"Family";6570;1500;45
4013371440;"10152427@N08";1250514107;10;"Spinning Ride";2180;150;45
3853951741;"10152427@N08";1250951004;23;"Kiddie";1342;1200;46
16368685740;"101538895@N08";1423475632;12;"Ride";4839;270;47
16555911325;"101538895@N08";1423475643;12;"Ride";4839;270;47
16554797922;"101538895@N08";1423475658;12;"Ride";4839;270;47
20915730728;"101593101@N02";1441008467;13;"Ride";4480;300;48
21165018332;"101593101@N02";1441012344;10;"Spinning Ride";2180;150;48
27017036114;"101593101@N02";1465335020;24;"Family";6570;1500;49
27527918122;"101593101@N02";1465341908;24;"Family";6570;1500;49
27527918552;"101593101@N02";1465344616;14;"Ride";3036;360;49
27527920402;"101593101@N02";1465346511;24;"Family";6570;1500;49
27349714690;"101593101@N02";1465346754;24;"Family";6570;1500;49
27627279245;"101593101@N02";1465346767;24;"Family";6570;1500;49
27593316856;"101593101@N02";1465346854;24;"Family";6570;1500;49
27018135333;"101593101@N02";1465346926;24;"Family";6570;1500;49
27527923542;"101593101@N02";1465347332;24;"Family";6570;1500;49
27017048344;"101593101@N02";1465347714;24;"Family";6570;1500;49
27349709820;"101593101@N02";1465353254;12;"Ride";4839;270;49
27527926552;"101593101@N02";1465355557;16;"Ride";7664;420;49
27554118241;"101593101@N02";1465356401;7;"Family";2344;120;49
27554119721;"101593101@N02";1465371159;22;"Family";1530;1020;49
27554121041;"101593101@N02";1465371549;22;"Family";1530;1020;49
27527930162;"101593101@N02";1465371669;2;"Kiddie";163;60;49
27017053354;"101593101@N02";1465371785;2;"Kiddie";163;60;49
27017053384;"101593101@N02";1465371919;2;"Kiddie";163;60;49
27527934982;"101593101@N02";1465375028;20;"Show";1178;600;49
27017056194;"101593101@N02";1465375141;6;"Kiddie";3509;120;49
27627288905;"101593101@N02";1465375882;8;"Family";604;120;49
27527937812;"101593101@N02";1465376499;14;"Ride";3036;360;49
27627290455;"101593101@N02";1465376592;14;"Ride";3036;360;49
27527940342;"101593101@N02";1465379887;14;"Ride";3036;360;49
6052012906;"10182842@N08";1308370127;12;"Ride";4839;270;50
6052014162;"10182842@N08";1308370186;12;"Ride";4839;270;50
6052014364;"10182842@N08";1308370236;24;"Family";6570;1500;50
6052014550;"10182842@N08";1308370289;24;"Family";6570;1500;50
6051461587;"10182842@N08";1308370307;25;"Family";4696;2100;50
6052013272;"10182842@N08";1308370345;25;"Family";4696;2100;50
6052013072;"10182842@N08";1308370439;25;"Family";4696;2100;50
6052014034;"10182842@N08";1308370484;25;"Family";4696;2100;50
6052013800;"10182842@N08";1308370984;4;"Family";561;90;50
6052013606;"10182842@N08";1308371001;4;"Family";561;90;50
6051463945;"10182842@N08";1308371262;4;"Family";561;90;50
6052015452;"10182842@N08";1308371596;20;"Show";1178;600;50
6052015242;"10182842@N08";1308371772;16;"Ride";7664;420;50
6051463293;"10182842@N08";1308371792;16;"Ride";7664;420;50
6051463103;"10182842@N08";1308371845;16;"Ride";7664;420;50
6051462889;"10182842@N08";1308372054;10;"Spinning Ride";2180;150;50
6052016888;"10182842@N08";1308373278;18;"Family";2177;540;50
6052016660;"10182842@N08";1308373361;18;"Family";2177;540;50
6051464619;"10182842@N08";1308373373;18;"Family";2177;540;50
6052016202;"10182842@N08";1308373405;18;"Family";2177;540;50
6052015848;"10182842@N08";1308373484;18;"Family";2177;540;50
6052018318;"10182842@N08";1308373535;18;"Family";2177;540;50
6052018092;"10182842@N08";1308373571;18;"Family";2177;540;50
6051466127;"10182842@N08";1308373588;18;"Family";2177;540;50
6051465879;"10182842@N08";1308373597;18;"Family";2177;540;50
6052017384;"10182842@N08";1308373673;18;"Family";2177;540;50
6052017168;"10182842@N08";1308373683;18;"Family";2177;540;50
6051467377;"10182842@N08";1308373740;16;"Ride";7664;420;50
6052019048;"10182842@N08";1308374111;18;"Family";2177;540;50
6051467557;"10182842@N08";1308374199;3;"Roller Coaster";750;90;50
6052018892;"10182842@N08";1308374205;3;"Roller Coaster";750;90;50
6052018772;"10182842@N08";1308374263;3;"Roller Coaster";750;90;50
6052018612;"10182842@N08";1308374313;16;"Ride";7664;420;50
6052019582;"10182842@N08";1308374396;16;"Ride";7664;420;50
6156437850;"10182842@N08";1309743711;25;"Family";4696;2100;51
6155893907;"10182842@N08";1309743711;25;"Family";4696;2100;51
6156437290;"10182842@N08";1309743770;25;"Family";4696;2100;51
6156437146;"10182842@N08";1309743785;25;"Family";4696;2100;51
6156436978;"10182842@N08";1309743885;25;"Family";4696;2100;51
6155893135;"10182842@N08";1309743905;25;"Family";4696;2100;51
6155895377;"10182842@N08";1309743956;25;"Family";4696;2100;51
6155895741;"10182842@N08";1309744093;6;"Kiddie";3509;120;51
6155895033;"10182842@N08";1309744196;6;"Kiddie";3509;120;51
6155894799;"10182842@N08";1309744206;6;"Kiddie";3509;120;51
6155894519;"10182842@N08";1309744426;16;"Ride";7664;420;51
6155896603;"10182842@N08";1309744557;16;"Ride";7664;420;51
6155896485;"10182842@N08";1309745698;16;"Ride";7664;420;51
6156439866;"10182842@N08";1309745756;16;"Ride";7664;420;51
6155896113;"10182842@N08";1309745922;16;"Ride";7664;420;51
6155896821;"10182842@N08";1309745928;16;"Ride";7664;420;51
6156436520;"10182842@N08";1309745977;16;"Ride";7664;420;51
6155897885;"10182842@N08";1309746121;11;"Roller Coaster";989;240;51
6156441340;"10182842@N08";1309746293;7;"Family";2344;120;51
6155897587;"10182842@N08";1309746329;7;"Family";2344;120;51
6155897395;"10182842@N08";1309746346;7;"Family";2344;120;51
6156440680;"10182842@N08";1309746366;7;"Family";2344;120;51
6156442476;"10182842@N08";1309746405;7;"Family";2344;120;51
6156442266;"10182842@N08";1309746498;7;"Family";2344;120;51
6155898411;"10182842@N08";1309747925;7;"Family";2344;120;51
6155898275;"10182842@N08";1309747938;7;"Family";2344;120;51
6155898083;"10182842@N08";1309748095;18;"Family";2177;540;51
6156443562;"10182842@N08";1309749582;3;"Roller Coaster";750;90;51
6155899707;"10182842@N08";1309749813;3;"Roller Coaster";750;90;51
6155899607;"10182842@N08";1309751710;3;"Roller Coaster";750;90;51
6155899411;"10182842@N08";1309751725;3;"Roller Coaster";750;90;51
6156442732;"10182842@N08";1309752435;3;"Roller Coaster";750;90;51
6155900691;"10182842@N08";1309752717;3;"Roller Coaster";750;90;51
6156444082;"10182842@N08";1309752949;3;"Roller Coaster";750;90;51
6156443958;"10182842@N08";1309752965;3;"Roller Coaster";750;90;51
6156443784;"10182842@N08";1309753155;3;"Roller Coaster";750;90;51
6161944478;"10182842@N08";1309753192;3;"Roller Coaster";750;90;51
6161409179;"10182842@N08";1309753397;16;"Ride";7664;420;51
6161409035;"10182842@N08";1309754166;16;"Ride";7664;420;51
6161408967;"10182842@N08";1309754463;16;"Ride";7664;420;51
6161408815;"10182842@N08";1309754693;16;"Ride";7664;420;51
6161408715;"10182842@N08";1309754696;16;"Ride";7664;420;51
6161945596;"10182842@N08";1309754989;16;"Ride";7664;420;51
6161945504;"10182842@N08";1309755173;16;"Ride";7664;420;51
6161409579;"10182842@N08";1309755563;17;"Water";2110;420;51
6161945254;"10182842@N08";1309755635;17;"Water";2110;420;51
6161945788;"10182842@N08";1309771443;25;"Family";4696;2100;51
6161409931;"10182842@N08";1309771454;25;"Family";4696;2100;51
6161410821;"10182842@N08";1309772650;25;"Family";4696;2100;51
6161946594;"10182842@N08";1309772807;25;"Family";4696;2100;51
6161946384;"10182842@N08";1309773741;25;"Family";4696;2100;51
6161410505;"10182842@N08";1309773768;25;"Family";4696;2100;51
6161411085;"10182842@N08";1309773869;25;"Family";4696;2100;51
6161946862;"10182842@N08";1309773926;25;"Family";4696;2100;51
6161410965;"10182842@N08";1309773948;25;"Family";4696;2100;51
6165042535;"10182842@N08";1309774098;25;"Family";4696;2100;51
6165576056;"10182842@N08";1309774443;19;"Show";3823;540;51
6165043037;"10182842@N08";1309774564;19;"Show";3823;540;51
6165579078;"10182842@N08";1309774596;19;"Show";3823;540;51
6165576536;"10182842@N08";1309774606;19;"Show";3823;540;51
6165576790;"10182842@N08";1309774706;19;"Show";3823;540;51
6165576374;"10182842@N08";1309774856;16;"Ride";7664;420;51
6165577238;"10182842@N08";1309775147;17;"Water";2110;420;51
6165577080;"10182842@N08";1309775359;17;"Water";2110;420;51
6184209260;"10182842@N08";1310096925;12;"Ride";4839;270;52
6184209006;"10182842@N08";1310097388;17;"Water";2110;420;52
6184208818;"10182842@N08";1310097612;17;"Water";2110;420;52
6183688611;"10182842@N08";1310098405;17;"Water";2110;420;52
6183690353;"10182842@N08";1310098529;17;"Water";2110;420;52
6183690037;"10182842@N08";1310099193;17;"Water";2110;420;52
6183689713;"10182842@N08";1310120154;16;"Ride";7664;420;52
6184209422;"10182842@N08";1310120175;16;"Ride";7664;420;52
6183690499;"10182842@N08";1310120204;16;"Ride";7664;420;52
6183690673;"10182842@N08";1310120229;16;"Ride";7664;420;52
6183691159;"10182842@N08";1310120300;19;"Show";3823;540;52
6184210958;"10182842@N08";1310120321;19;"Show";3823;540;52
6184210764;"10182842@N08";1310120809;17;"Water";2110;420;52
6183692117;"10182842@N08";1310120885;17;"Water";2110;420;52
6183691939;"10182842@N08";1310121417;17;"Water";2110;420;52
6183691771;"10182842@N08";1310121509;17;"Water";2110;420;52
6183691339;"10182842@N08";1310122129;12;"Ride";4839;270;52
6184212672;"10182842@N08";1310122245;12;"Ride";4839;270;52
6183692437;"10182842@N08";1310122409;12;"Ride";4839;270;52
6183692283;"10182842@N08";1310122693;12;"Ride";4839;270;52
6248704544;"10182842@N08";1310795022;8;"Family";604;120;53
6248704312;"10182842@N08";1310795052;8;"Family";604;120;53
6248179599;"10182842@N08";1310795768;16;"Ride";7664;420;53
6248181111;"10182842@N08";1310796088;7;"Family";2344;120;53
6248705816;"10182842@N08";1310796257;7;"Family";2344;120;53
6248705362;"10182842@N08";1310806259;7;"Family";2344;120;53
6248705240;"10182842@N08";1310806296;7;"Family";2344;120;53
6248705128;"10182842@N08";1310806442;7;"Family";2344;120;53
6248705914;"10182842@N08";1310814973;15;"Roller Coaster";1011;360;53
6263028226;"10182842@N08";1310898587;19;"Show";3823;540;54
6263028588;"10182842@N08";1310898870;16;"Ride";7664;420;54
6263028644;"10182842@N08";1310899077;19;"Show";3823;540;54
6262504517;"10182842@N08";1310904403;16;"Ride";7664;420;54
6263028704;"10182842@N08";1310906591;16;"Ride";7664;420;54
6328506500;"10182842@N08";1311818912;12;"Ride";4839;270;55
6328506410;"10182842@N08";1311819232;12;"Ride";4839;270;55
6342256450;"10182842@N08";1312600141;13;"Ride";4480;300;56
6341509091;"10182842@N08";1312603064;13;"Ride";4480;300;56
6342256980;"10182842@N08";1312603104;13;"Ride";4480;300;56
6342256756;"10182842@N08";1312603422;13;"Ride";4480;300;56
6341508567;"10182842@N08";1312603436;13;"Ride";4480;300;56
6341509953;"10182842@N08";1312603504;13;"Ride";4480;300;56
6342257922;"10182842@N08";1312603932;12;"Ride";4839;270;56
6364359885;"10182842@N08";1313288762;7;"Family";2344;120;57
6364362451;"10182842@N08";1313288803;7;"Family";2344;120;57
6364359491;"10182842@N08";1313288844;7;"Family";2344;120;57
6364365369;"10182842@N08";1313288972;7;"Family";2344;120;57
6364364953;"10182842@N08";1313289012;7;"Family";2344;120;57
6364364713;"10182842@N08";1313289304;7;"Family";2344;120;57
6364363291;"10182842@N08";1313289317;7;"Family";2344;120;57
6364362819;"10182842@N08";1313289378;7;"Family";2344;120;57
6364364251;"10182842@N08";1313289413;7;"Family";2344;120;57
6364363775;"10182842@N08";1313289556;7;"Family";2344;120;57
6364367511;"10182842@N08";1313289660;7;"Family";2344;120;57
6364367077;"10182842@N08";1313289680;7;"Family";2344;120;57
6364366809;"10182842@N08";1313289871;7;"Family";2344;120;57
6364366349;"10182842@N08";1313289885;7;"Family";2344;120;57
6364365895;"10182842@N08";1313290120;7;"Family";2344;120;57
6406188693;"10182842@N08";1313290435;7;"Family";2344;120;57
6406189527;"10182842@N08";1313290503;7;"Family";2344;120;57
6406188375;"10182842@N08";1313290715;7;"Family";2344;120;57
6406188029;"10182842@N08";1313290909;7;"Family";2344;120;57
