Year_Month,Max_wait_time,Total_units,Park_Fatalities_Previous_Year,Fraction of Not Rainy,Fraction of Rainy,Drought Count,Flooding Count,Freeze Count,Severe Storm Count,Tropical Cyclone Count,Wildfire Count,Winter Storm Count,All Disasters Count,Public_Holidays_in_Month,Spring,Summer,Autumn,Winter,Ongoing Disasters,Avg_no_parades,Average_attendee_seaworld,Attraction_Bumper Cars,Attraction_Bungee Jump,Attraction_Circus Train,Attraction_Crazy Bus,Attraction_Crazy Dance,Attraction_Dizzy Dropper,Attraction_Drop Tower,Attraction_Flying Coaster,Attraction_Free Fall,Attraction_Giant Wheel,Attraction_Giga Coaster,Attraction_Go-Karts,Attraction_Gondola,Attraction_Haunted House,Attraction_Himalaya Ride,Attraction_Inverted Coaster,Attraction_Kiddie Coaster,Attraction_Log Flume,Attraction_Merry Go Round,Attraction_Monorail,Attraction_Oz Theatre,Attraction_Pirate Ship,Attraction_Power Tower,Attraction_Rapids Ride,Attraction_Reverse Bungee,Attraction_Roller Coaster,Attraction_Scooby Doo,Attraction_Skyway,Attraction_Sling Shot,Attraction_Spinning Coaster,Attraction_Spiral Slide,Attraction_Superman Ride,Attraction_Swing Ride,Attraction_Tilt-A-Whirl,Attraction_Top Spin,Attraction_Vertical Drop,Attraction_Water Ride,Attraction_Zipline
2018-01,120,6041.0661,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,60,36222.6669,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,110,5990.3331,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,45,5540.8,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,45,15624.0,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,5,1568.0,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,90,2223.3333,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,30,5854.2001,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,110,147608.6001,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,45,40493.2644,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,120,18827.4658,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,30,3472.0,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,60,16727.7999,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,25,29044.4,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,50,580.6,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,300,60528.4,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,70,3227.6667,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-01,120,59953.0003,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01,35,25936.5335,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01,40,20280.9332,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-01,125,6818.5332,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-01,120,3446.5334,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-01,25,1076.2667,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-01,95,20757.0667,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-01,10,1736.0,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018-01,40,17456.0,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01,50,20377.8001,2,0.9354838709677419,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,2,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-02,80,31078.8,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,20,27909.7334,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,80,6322.2666,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,10,1568.0,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,145,6650.8674,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,10,1568.0,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,15,135040.7999,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,55,20112.9999,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,70,31063.0666,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,90,4111.3999,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,115,5555.0668,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,30,32928.8668,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,120,5517.4667,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,60,12737.6669,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,35,14107.5333,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,5,1456.0,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,60,1869.9999,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,0,0.0,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,90,131968.2005,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,0,0.0,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,100,16845.266200000002,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,10,3136.0,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,60,45131.8667,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,30,24956.0667,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,0,0.0,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,60,53261.6,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,80,2907.6001,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-02,300,53418.0004,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02,40,23987.9998,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02,40,18240.9999,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-02,125,6364.1325,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-02,180,3044.3336,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-02,25,2677.3333,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-02,90,18491.9334,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-02,15,1568.0,2,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25,1,0,0,0,1,0,2.0,382833.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
